alg,dur,dur_std,score,score_std,β_hat,β_std,β_rmse
block_mh,270.4470999956131,8.445046093940853,-21754.742913534883,1252.2376532798157,0.7517123889458601,0.5512180829063889,0.5803588236423456
resimulation_mh,120.2445999622345,13.29362220433216,-22552.01053841677,998.2097467823085,1.1684927093859434,0.638263593303996,0.9019561383935225
basic_smc,44.15690004825592,1.196454539148323,-19986.691930790166,366.66612789740316,0.6880580570054958,0.23001602498125082,0.2880667759010751
data_driven_smc,59.48369998931885,2.7431969342168463,-5164.629461650506,142.9030779702163,0.5123924966872836,0.09917810587019471,0.0949012170087609
